Numéro JPG page,Numéro de page,Texte
LC_O_120263_1973_0178.jpg,178," cial et économique en vue d'amé liorer les conditions de vie et de travail des ouvriers et em ployés, ainsi que des membres de leurs familles. Les syndicats soviétiques ont le droit d'initiative législative. Autrement dit, ils peuvent mettre au point et présenter à l'approba tion du Soviet Suprême de l'U.R.S.S. et de son Présidium des projets de loi qui ont pour but d'améliorer les conditions de vie matérielle et culturelle des tra vailleurs, de relever le rôle des syndicats dans ce domaine. Les syndicats de l'U.R.S.S. utilisent largement cette prérogative. Ainsi, sur leur initiative, le So viet Suprême de l'U.R.S.S. a adopté en 1971 le nouveau Rè glement sur les droits du comité d'entreprise. D'autres lois amé liorant la protection du travail, les assurances sociales et le sys tème des pensions des travail leurs ont été également adoptées sur la proposition des syndicats. Les Principes de la législation du travail de l'Union des Répu bliques Socialistes Soviétiques et des républiques fédérées, adop tés par le Soviet Suprême de l'U.R.S.S. en 1970, ont une portée considérable. Us ont été élabo rés avec la participation directe des syndicats. Ce projet de loi a été présenté au Soviet Suprême par un des secrétaires du Con seil central des syndicats de l'U.R.S.S. Les syndicats gèrent la sécuri té sociale, assument le contrôle d'Etat de l'application de la lé gislation du travail et de la sé curité du travail. C'est seulement avec leur consentement et sur la base des lois en vigueur que sont déterminés les conditions de tra vail et les salaires dans les dif férentes entreprises. Avec les organismes d'Etat, les syndicats contrôlent le travail des entrepri ses commerciales, des établisse ments de l'alimentation publique et des services communaux, la construction et la répartition des logements, s'occupent des ques tions socio-culturelles. Des mil lions de militants syndicalistes participent au contrôle social de diverses sphères. Les syndicats et l'administra tion. Les comités d'entreprise si gnent chaque année des conven tions collectives avec l'adminis tration. Elles prévoient les enga gements réciproques du person nel et des dirigeants de l'écono mie dans le domaine de la pro duction, des conditions de travail et de vie, des salaires, de la reconversion professionnelle des travailleurs, autrement dit elles concernent l'ensemble des ques tions ayant trait à la vie du per sonnel de l'entreprise ou de l'or ganisation. Les conventions col lectives sont examinées et adop tées à la réunion générale des ouvriers et des employés. Les co mités syndicaux contrôlent sys tématiquement l'exécution des en gagements pris par l'administra tion. Les comités d'entreprise jouis sent de larges droits. Ils partici pent à l'élaboration des plans de production, des plans prévoyant l'agrandissement des entreprises, la construction et la remise en état des logements. C'est seule ment avec l'assentiment des syn dicats que l'entreprise peut ré soudre les questions des normes de rétribution, de l'établissement 12* 179"
LC_O_120263_1973_0179.jpg,179," des barèmes de qualification, des normes de production, du mode de rémunération, de l'attribution des primes, etc. L'avis du comité d'entreprise est toujours pris en considéra tion lors de la nomination des travailleurs à des postes diri geants au sein de l'entreprise. D'après la législation en vigueur, l'administration n'a pas le droit de licencier les ouvriers et les employés sans l'accord du co mité d'entreprise. Ils ne peuvent être licenciés que dans des cas spécialement déterminés par la loi. Les syndicats ont de larges droits dans des questions telles que les salaires et les normes de travail. Les fonds d'encourage ment matériel sont constitués et dépensés par les dirigeants de l'entreprise seulement après con sultation des syndicats. Il arrive que des conflits écla tent entre l'administration et les ouvriers et employés. Ils sont examinés par la commission des conflits du comité d'entreprise, existant sur une base paritaire et formée des représentants de l'administration et des syndicats. Si la commission n'arrive pas à concilier les parties, la décision définitive est du ressort du comi té d'entreprise. Elle est obliga toire pour l'administration et ne peut être annulée que par déci sion du tribunal et seulement s'il y a violation de la législation du travail. Si l'ouvrier ou l'employé n'est pas d'accord avec la décision du comité d'entreprise ou de l'ad ministration, il peut demander à l'Etat de défendre ses intérêts : au procureur ou au tribunal du peuple qui doivent examiner l'af faire dans un délai de 10 jours. Les syndicats prêtent une gran de attention à l'amélioration des conditions de travail, au bon re pos des travailleurs. Les syndicats veillent à l'ob servation de la législation du tra vail, des normes et des règles de la sécurité du travail, des conditions d'hygiène. Sans l'accord des syndicats, aucune nouvelle entreprise indus trielle ne peut être mise en ser vice si elle ne possède pas tous les services courants indispensa bles ou ne répond pas aux nor mes sanitaires. Les comités d'en treprise ont le droit d'arrêter le travail dans un atelier ou dans toute l'entreprise si les règles de la sécurité du travail n'y sont pas appliquées. Les syndicats ont six instituts de recherches spécialisés dans la protection du travail. Ils étudient les mesures permettant de lutter contre le bruit, les vibrations, prévenant l'électrocution, ainsi que d'autres problèmes ayant trait à la technique de sécurité et à l'amélioration des conditions du travail et de la sécurité. Les syndicats et la gestion de la production. Le Rapport d'acti vité du Comité central au XXIVe Congrès du P.C.U.S. précise « qu'une des tâches essentielles du parti, c'est la participation toujours plus large des masses laborieuses à la gestion de la production ,t. Le parti cherche à faire en sorte que chaque travail leur conscient, chaque ouvrier conscient, comme le soulignait Lénine, « se sente non seule ment le maître dans son usine, 180"
LC_O_120263_1973_0180.jpg,180," mais aussi le représentant du pays ». Un grand rôle dans la partici pation des travailleurs à la ges tion revient aux syndicats et à leurs organismes, aux réunions des ouvriers. Les comités d'entre prise ainsi que leurs commissions de révision comptent environ deux millions d'ouvriers. Dans la plupart des comités d'arron dissement urbains, de ville, de ré gion, de territoire et de républi que, les fonctions de secrétaire sont assurées par des ouvriers élus. Les commissions permanentes de production sont une forme ef ficace de la participation des tra vailleurs à la gestion de la pro duction. Les membres de ces or ganismes sont élus aux réunions générales pour une durée d'un an. Ce sont des ouvriers et des employés, les représentants des syndicats, de l'administration, des organisations du parti et des or ganisations sociales. Les commis sions travaillent sous la direc tion des syndicats. Elles enten dent les rapports de la direction et font des recommandations sur toutes les questions concernant la production, les salaires et les normes, les conditions de travail, l'amélioration des conditions de vie et le relèvement du niveau des services culturels des travail leurs. Il y a actuellement près de 160 000 commissions permanen tes de production dans le pays. Elles comptent environ 6 millions de membres. Un rôle important revient aux groupes et postes de contrôle populaire qui comptent plus de 8 millions de membres élus. Ils contrôlent en permanence l'exécu tion des plans d'Etat, recherchent les réserves pour accroître la production, vérifient l'activité de production, financière et économi que des entreprises. Une des formes de la partici pation massive des travailleurs au perfectionnement de la produc tion consiste en leur activité dé bordante dans le domaine de l'in vention et de la rationalisation. Des dizaines de milliers d'entre prises et d'établissements ont des organisations de base des sociétés scientifiques et techniques et des sociétés d'inventeurs et de ratio- nalisateurs, groupant plus de 11 millions de savants, ingénieurs, techniciens et ouvriers. En 1972, plus de 3 600 000 inventions et propositions de rationalisation ont été implantées dans la pro duction, ce qui a permis d'écono miser 3 milliards de roubles en une année. L'émulation socialiste entre des travailleurs et des collectivités entières pour de meilleurs indi ces dans le travail témoigne de la nouvelle attitude des travail leurs de l'U.R.S.S. envers le tra vail. Cette attitude a pu se for mer seulement dans les condi tions de la société nouvelle, so cialiste, quand le sentiment d'être le maître de l'entreprise, le maî tre du pays a engendré l'initiative dans le travail et a intéressé directement chaque travailleur dans les résultats de son activité et de celle de toute l'entreprise. L'émulation socialiste n'est pas suscitée par l'égoïsme ou la vani té, elle n'a rien à voir avec la concurrence. Elle s'inspire du principe : « l'un travaille bien, l'autre mieux, le troisième est en 181"
LC_O_120263_1973_0181.jpg,181," retard - rattrape les meilleurs, aide ceux qui sont en retard et luttons ensemble pour le relève ment général. » L'émulation so cialiste répond au caractère de la société socialiste où les relations entre les hommes se fondent sur la coopération fraternelle et l'en traide des travailleurs libres de toute exploitation. Dans l'émula tion amicale, les travailleurs ont la possibilité de faire preuve d'initiative, de montrer leurs dons créateurs. Les premiers germes de l'ému lation socialiste sont liés aux sa medis communistes de 1919, lors que les cheminots réparaient bé névolement les locomotives pendant leurs jours de repos. A ces samedis, les ouvriers ont atteint une productivité du travail élevée et ont servi d'exemple à une attitude nouvelle, communiste, hau tement consciencieuse envers le travail. Lors de la réalisation du premier plan quinquennal de déve loppement de l'économie natio nale de l'U.R.S.S. (1929-1933), l'émulation socialiste s'est trans formée en un mouvement englobant l'ensemble de la classe ou vrière et après la victoire du ré gime kolkhozien, en un mouve ment du peuple tout entier. L'é mulation s'étendait ; l'expérience de ses participants s'enrichissait ; leur maîtrise professionnelle se perfectionnait. Aujourd'hui, plus de 70 mil lions de travailleurs participent à l'émulation pour la réalisation avant terme du programme éco nomique fixé par le XXIVe Con grès du P.C.U.S. pour le neuvième quinquennat (1971-1975) et qui implique un essor de l'efficacité de la production et, en consé quence, celui du bien-être du peuple. Les nouveaux objectifs ont dé terminé les nouvelles formes d'é mulation. Dans son Rapport d'ac tivité au XXIVe Congrès du P.C.U.S., Léonide Brejnev a dé claré qu'actuellement nous som mes en face « d'un problème de portée historique : il s'agit d'as surer la jonction organique des réalisations de la révolution scientifique et technique et des avantages du système socialiste d'économie, il s'agit de dévelop per les formes spécifiquement so cialistes dans lesquelles doit s'o pérer la jonction de la science et de la production ». Une large participation des travailleurs, intéressés aux résul tats de leurs efforts, au dévelop pement de l'économie nationale, à la gestion de la production, est un de ces avantages qui a trou vé son expression dans les objectifs actuels de l'émulation : livrer plus de produits, d'une meilleure qualité, et à moindres frais. Les travailleurs adoptent des plans dits de rencontre avec des indices plus élevés que ceux des plans d'Etat ; ils entrent en ému lation pour ne livrer que des produits finis de qualité supérieu re, abaisser les dépenses de la production, se rendre rapidement maître des nouvelles machines, faire tout leur possible pour éle ver l'efficacité de la production. L'émulation socialiste est deve nue un puissant facteur du pro grès social en U.R.S.S. La sécurité sociale, le repos des travailleurs. L'Etat se charge de tous les frais de la sécurité so ciale des ouvriers et des employés 182"
LC_O_120263_1973_0182.jpg,182," en U.R.S.S. Pourtant, toutes les dépenses de la sécurité sociale se font par décision des comités d'entreprise. En 1973, le budget de la sécurité sociale a atteint 21,4 milliards de roubles. Le développement de la sécu rité sociale est combiné avec l'a mélioration continue de l'assis tance médicale, le souci des syn dicats de l'organisation du repos des travailleurs, l'accroissement du nombre des maisons de repos et de cure, les progrès du touris me et de la culture physique. On peut juger de l'ampleur de l'ac tivité des syndicats dans le do maine de la santé et du sport par les chiffres suivants : les syn dicats possèdent 2 600 stades, plus de 200 000 terrains de foot ball, de volley-ball, de basket- ball et de courts de tennis, 12 000 terrains de sports, près de 7 000 gymnases, des milliers de stations de canotage et de ski, des piscines, où peuvent s'entraî ner gratuitement des millions de personnes. Il y a en U.R.S.S. 22 sociétés sportives et 105 000 clubs des syndicats qui groupent plus de 23 millions de personnes. Les plus importantes sont Spartak, Troud, Bourévestnik, Lokomotiv. Les syndicats possèdent 18 000 maisons de cure, préventoriums, bases touristiques. Dans la seule année 1972 plus de 8 millions de personnes se sont reposées ou ont suivi un traitement dans ces éta blissements. 8 000 000 enfants d'ouvriers et d'employés ont pas sé leurs vacances dans des camps, grâce aux bons de sé jour remis par les syndicats. La plupart des travailleurs reçoivent des bons de séjour gratuite ment ou à 30% de leur prix. Les syndicats déploient égale ment un vaste travail culturel et d'éducation. Le Conseil central des syndi cats de l'U.R.S.S. et les comités centraux des syndicats publient de leur propre chef ou avec la participation des ministères et de divers départements des dizaines de journaux et revues. Le Troud est l'organe central des syndicats. Son tirage dépasse 5 millions d'exemplaires. Les syndicats ont leur propre maison d'édition, « Profizdat ». Ils possèdent 30 000 bibliothè ques permanentes et ambulantes, plus de 21 000 clubs, maisons et palais de la culture. Les relations internationales. Fidèles aux principes de l'inter nationalisme prolétarien, les syn dicats soviétiques luttent cons tamment pour l'unité du mouve ment syndical mondial. Us éten dent et renforcent la coopération fraternelle avec les syndicats des pays socialistes, resserrent les liens avec les travailleurs du monde entier, avec les centrales syndicales progressistes étrangè res. Ils accordent toujours leur aide aux travailleurs des pays ca pitalistes luttant contre les mo nopoles, ainsi qu'au mouvement de libération nationale des peu ples. Les syndicats soviétiques en tretiennent de liens et coopèrent activement avec les syndicats de 116 pays. Les syndicats soviétiques sont affiliés à la Fédération syndica le mondiale. Ils participent aux travaux de l'Organisation inter- 183"
LC_O_120263_1973_0183.jpg,183," nationale du travail et de ruNEseo. L'UNION DES JEUNESSES COMMUNISTES LENINISTES DE L'U.R.S.S., ou Komsomol, est une organisation de masse grou pant la jeunesse soviétique d'avant-garde. Le principal objec tif du Komsomol est de former de jeunes bâtisseurs de la société communiste, conscients, instruits, dévoués à la patrie socialiste. Les membres du Komsomol ont le de voir de donner l'exemple dans le travail, d'acquérir des connais sances, d'assimiler la culture, de participer activement à la vie so ciale et politique du pays, de contribuer au resserrement de l'amitié entre les peuples de l'U.R.S.S. et de consolider les liens fraternels avec les jeunes travailleurs de tous les pays. Le Komsomol possède ses Statuts, ses organismes dirigeants cen traux et locaux. Il mène ses ac tivités sous la direction du P.C.U.S. et l'aide activement dans son travail politique et écono mique. L'Union des jeunesses commu nistes léninistes a été créée au Premier Congrès des unions de la jeunesse paysanne et ouvrière de Russie le 29 octobre 1918. Les organisations de base du Komsomol sont constituées dans les usines, les kolkhozes, les ins titutions, les établissements d'en seignement et les unités militai res, avec trois membres au moins. En 1973, l'Union des jeunesses communistes comptait plus de 400 000 organisations de base avec près de 30 millions de membres. Peuvent adhérer au Komsomol tous les jeunes gens et jeunes filles âgés d'au moins 14 ans et de 28 ans au plus. L'organisme supérieur est le Congrès du Komsomol. Dans l'intervalle des congrès, les acti vités du Komsomol sont dirigées par un Comité central qui élit un Bureau et un Secrétariat du C.C. Le premier secrétaire du C.C. de l'Union des jeunesses communistes est E. Tiajelnikov. Les Jeunesses communistes de l'U.R.S.S. prennent part aux acti vités de la Fédération mondiale de la Jeunesse démocratique, de l'Union internationale des étu diants, de tous les festivals mon diaux des jeunes. Le Komsomol entretient des contacts amicaux avec les jeunes de plus de 100 pays, avec 30 organisations inter nationales et 1 000 organisations nationales, de jeunes, d'étudiants et d'enfants. Le Komsomol fait paraître 160 journaux pour komsomols et pionniers, dont deux grands quo tidiens, la Komsomolskaïa prav- da tirant à plus de 8 millions d'exemplaires et la Pionerskaïa pravda, 26 revues pour jeunes et 40 pour enfants dans 22 lan gues des peuples soviétiques, dont un seul tirage dépasse 64 millions d'exemplaires. La radio et la télévision ont 286 services pour les jeunes et il existe en U.R.S.S. trois maisons d'édition : « Molodaïa Gvardia » (la Jeune Garde) relevant directement du C.C. du Komsomol, « Molod » du C.C. du Komsomol d'Ukraine et « Ech gvardia » du C.C. du Kom somol d'Ouzbékistan. L'ORGANISATION DES PIONNIERS LENINE DE L'U.R.S.S. est une organisation communiste de masse pour les 184"
LC_O_120263_1973_0184.jpg,184," enfants qui porte le nom de Lé nine, elle compte dans ses rangs plus de 25 millions d'adhérents et a été fondée le 19 mai 1922. Le Komsomol dirige les acti vités de l'Organisation des pion niers. En commun avec l'éoole et l'opinion publique, l'Organisa tion des pionniers inculque aux enfants l'amour de la patrie, le dévouement au parti communis te et la fidélité à l'amitié des peuples ; elle les éduque en sor te qu'ils soient actifs, aimant le travail, physiquement et morale ment sains. Tous les écoliers âgés de 10 à 15 ans sont admis à l'Organi sation des pionniers. Chaque de mande d'adhésion est examinée par les enfants eux-mêmes, au cours d'une réunion de groupe. L'Organisation des pionniers est formée de détachements. Gé néralement, ces détachements sont composés des pionniers d'une même classe (ou quelque fois aussi par lieu de domicile). Ces détachements forment des droujinas, unités groupant tous les pionniers de l'école, de l'in ternat ou de la maison d'enfants. L'Organisation des pionniers pos sède ses couleurs, ses emblèmes et ses symboles : le drapeau rou ge de la droujina, le fanion du détachement, le foulard rou ge, l'insigne, le salut du pionnier et la devise : « Sois prêt à la lut te pour la cause du Parti com muniste de l'Union Soviétique ! » (Le pionnier répond : « Toujours prêt ! ») Les pionniers organisent des rencontres, des excursions et des expéditions régionales dans des buts éducatifs, des festivals d'art enfantin, des compétitions sportives et des jeux militaires ; ils travaillent dans des clubs des jeunes amis de la science, des techniques et de l'art, organisent des postes, des équipes et des cercles de pionniers du quartier. Des millions d'enfants soviéti ques passent leurs vacances dans des camps de pionniers, des sta tions de tourisme et des maisons de cure. En 1973, il y avait environ 10 000 camps de pionniers à la campagne où plus de 5 millions d'enfants ont passé leurs vacan ces. Artek, en Crimée, au bord de la mer Noire, est le plus grand camp de pionniers. Il ac cueille chaque année près de 30 000 enfants. Il existe en Union Soviétique plus de 3 500 maisons et palais des pionniers et des écoliers, près de 900 stations de jeunes techni ciens, naturalistes et touristes, plus de 2 500 écoles sportives, 3 200 écoles de musique, des beaux-arts et de danse, 127 thé âtres, 32 chemins de fer pour en fants, des secteurs dans les clubs et les palais de la culture, des parcs, des stades, des services de navigation, des autoroutes qui sont destinés aux enfants. Ving- sept journaux de pionniers et une quarantaine de revues pour en fants paraissent en U.R.S.S. La Pionerskaïa pravda est tirée à 9 millions d'exemplaires. Des édi tions spécialisées publient chaque année des millions d'exemplaires de livres. Des pionniers soviéti ques entretiennent des contacts avec les organisations enfantines de plus de 60 pays. COMITÉ DES FEMMES SO VIÉTIQUES (C.F.S.), créé en 1941 sous le nom de Comité anti fasciste des femmes soviétiques. 18£"
LC_O_120263_1973_0185.jpg,185," le Comité porte son nom actuel depuis 1956. Le C.F.S. s'attache à développer et à renforcer les liens d'amitié et la compréhen sion entre les femmes de l'U.R.S.S. et des pays étrangers ; il a pour tâche de participer au mouvement féminin démocrati que international pour la défense des droits des femmes et des en fants. L'organe dirigeant du Comité est l'assemblée plénière. Dans l'intervalle des sessions, le tra vail est assuré par un Présidium dont Valentina Térechkova, pre mière femme cosmonaute, est la présidente. Le Comité fait partie de la Fédération démocratique in ternationale des femmes. Le C.F.S. entretient des contacts avec des organisations fémini nes de 120 pays. Le C.F.S. publie, en coopéra tion avec le Conseil central des syndicats de l'U.R.S.S., la revue La Femme soviétique, éditée en 10 langues. Adresse du Comité des femmes soviétiques : 23 rue Pouchkins- kaïa, Moscou. COMITE DES ORGANISA TIONS DE LA JEUNESSE DE L'U.R.S.S. (C.O.J.). Institué en 1956 (entre 1941 et 1956 : Comité antifasciste de la jeunesse soviéti que), le Comité a pour but d'in tensifier et d'associer les efforts de la jeune génération dans la lut te contre l'impérialisme, pour la paix, l'indépendance nationale et le progrès social, de même que de resserrer et de renforcer la coopé ration entre les organisations de la jeunesse soviétique, les organisa tions des jeunes et des étudiants des pays étrangers, les organisa tions internationales. Le Comité entretient des contacts avec les organisations des jeunes et des étudiants de 126 pays. Il englo be diverses organisations socia les, syndicales, estudiantines, cul turelles, sportives et autres orga nisations de la jeunesse soviéti que, ainsi que celles qui mènent diverses activités parmi les jeu nes. A l'initiative du C.O.J. de l'U.R.S.S. une rencontre mondia le des jeunes travailleurs a eu lieu en novembre 1972 à Mos cou. Les organisations estudian tines sont représentées au Comité par le Conseil des étudiants de l'U.R.S.S. Les organisations de la jeunesse de l'U.R.S.S. ont leurs représentants permanents au Bureau de la Fédération mondia le de la jeunesse démocratique, à la Jeunesse du Monde, revue de la Fédération, au Secrétariat de l'Union internationale des étu diants et à sa revue, Etudiants du Monde. Des filiales du C.O.J. de l'U.R.S.S. fonctionnent dans les républiques fédérées, dans les territoires et les régions. Le pré sident du C.O.J. est G. Ianaïev. Adresse du C.O.J. : 8/7 Bol- choï Komsomolski péréoulok, Moscou. UNION DES SOCIÉTÉS SO VIÉTIQUES D'AMITIÉ ET DE RELATIONS CULTURELLES AVEC LES PAYS ETRANGERS a été constituée en 1958 (la So ciété de l'U.R.S.S. pour les rela tions culturelles avec l'étranger existait entre 1925 et 1958). L'Union possède un organisme supérieur : la Conférence de l'U.R.S.S., qui élit le Conseil de l'Union, organisme dirigeant en tre les conférences, et la Com mission de révision. Le Conseil de 186"
LC_O_120263_1973_0186.jpg,186," l'Union élit le Présidium, son organe exécutif, dont la Présiden te est N. Popova, personnalité en vue. L'Union est une organisation de masse. Des millions de ci toyens soviétiques prennent part à ses activités. Elle groupe 58 so ciétés et associations d'amitié et de relations culturelles avec les pays étrangers, 16 sections et as sociations représentant diverses branches de la science, de la cul ture et des arts, l'association pour les contacts entre les villes sovié tiques et étrangères, 14 sociétés d'amitié républicaines, 6 filiales de l'Union dans les villes de la Fédération de Russie (Léningrad, Volgograd, Irkoutsk, Khabarovsk, Sotchi, Togliatti), 795 filiales de sociétés d'amitié de répu blique, de territoire, de région, de ville et de district et près de 20 000 membres collectifs (en treprises, administrations, kol khozes, sovkhozes, organisations sociales et culturelles, établisse ments scolaires, etc.). Il existe une Maison de l'ami tié avec les peuples des pays étrangers à Moscou et une Mai son de la paix et de l'amitié à Léningrad. Le journal les Nouvelles de Moscou, (paraissant en français anglais, espagnol et arabe) et la revue la Culture et la Vie (éditions française, russe, anglaise, espagnole, allemande) sont des publications de l'Union. L'Union entretient des contacts avec les milieux publics de 135 pays (plus de 6 000 organisations sociales, scientifiques et culturel les, personnalités de la science et de la culture). Adresse : 14 prospekt Kalini- na, Moscou. COMITÉ SOVIETIQUE DES ANCIENS COMBATTANTS. Créé en septembre 1956. Organe diri geant supérieur : la Conférence des anciens combattants de l'U.R.S.S., et entre les conféren ces, la session plénière du Comité. Le Comité est présidé par le gé néral P. Batov. Le Comité établit et développe des relations d'ami tié avec les organisations interna tionales et nationales étrangères des anciens combattants, avec les participants au mouvement de la Résistance, des victimes et des prisonniers du fascisme, et des mutilés de guerre. Le Comité est membre de la Fédération inter nationale des résistants (F.I.R.), des Comités internationaux des victimes et des anciens prison niers du fascisme d'Auschwitz, de Mauthausen et Dachau. Adresse : 4 Gogolevski boule vard, Moscou. COMITÉ SOVIÉTIQUE DE DÉFENSE DE LA PAIX (C.S.D.P.), organisation qui coor donne le mouvement des partisans de la paix en U.R.S.S. Créé en 1949. Organisme dirigeant : le Présidium. Le président est N. Ti- khonov, célèbre écrivain soviéti que, Prix Lénine de la Paix. Le Comité fait paraître un bul letin d'information mensuel : Le XXe siècle et la paix (dans les langues française, russe, anglaise, espagnole et allemande). Adresse : 10 rue Kropotkins- kaïa, Moscou. COMITÉ SOVIÉTIQUE DE SOLIDARITÉ AFRO-ASIA TIQUE (C.S.S.A.A.), organisation dont l'activité tend à renforcer l'unité et la cohésion du mouve ment de solidarité afro-asiatique, à développer et à consolider 187"
LC_O_120263_1973_0187.jpg,187," l'amitié et la coopération entre les peuples de l'U.R.S.S. et les peu ples d'Asie et d'Afrique. Créé en mai 1956 ; son président Mirzo Toursoun Zadé est un célèbre écrivain tadjik. Le C.S.S.A.A. a un représentant au Secrétariat permanent de l'Organisation de solidarité des peuples afro-asiati ques au Caire. Adresse : 10 rue Kropotkins- kaïa, Moscou. LE COMITÉ SOVIÉTIQUE DE SOLIDARITÉ AVEC LES DÉ MOCRATES GRECS. Fondé en 1967, après le coup d'Etat mili taire en Grèce, par le Comité central des syndicats de l'U.R.S.S., le Comité soviétique de défense de la paix, les comités des orga nisations de jeunesse, des anciens combattants, les unions des fem mes soviétiques, des sociétés d'amitié avec les pays étrangers, des journalistes et celle des écri vains de l'U.R.S.S. Des person nalités de renom en font partie. Ce comité est présidé par l'écri vain S. Smirnov. Le comité publie un bulletin mensuel en français, russe, grec, anglais et allemand. Adresse : 10 rue Kropotkins- kaïa, Moscou. LE COMITÉ SOVIETIQUE POUR LA SÉCURITÉ EURO PÉENNE. Il a été fondé en juin 1971 par des représentants de différentes organisations so ciales soviétiques : celles des syndicats, des jeunes, des fem mes, d'organisations scientifiques et techniques, coopératives, etc ; par des représentants d'unions de créateurs et le Groupe parlemen taire de l'U.R.S.S. Des person nalités politiques et des hommes d'Etat, des ouvriers, paysans, savants, écrivains et artistes en font partie. Le comité est présidé par A. Chitikov, président du Soviet de l'Union du Soviet Suprême de l'U.R.S.S. et du Groupe parle mentaire de l'U.R.S.S. Ce comité édite un bulletin en français, russe, anglais et alle mand. Adresse : 3 rue Kropotkin- skaïa, Moscou. ASSOCIATION D'ASSISTAN CE A L'O.N.U. EN U.R.S.S. Fon dée en 1956. Organisme diri geant : Direction centrale prési dée par l'académicien S. Constan- tinov. L'Association est composée de dix membres collectifs (Acadé mie des Sciences de l'U.R.S.S., Conseil des syndicats soviétiques, Université de Moscou, Société « Znanié », etc.) par le truche ment desquels elle fait largement connaître les objectifs et les principes de l'O.N.U. contribuant à la sauvegarde et à la consoli dation de la paix, à la coopéra tion internationale et à la com préhension mutuelle, au raffer missement de la solidarité et de l'amitié entre les peuples. L'Association d'assistance à l'O.N.U. en U.R.S.S. est membre de la Fédération mondiale. Son adresse : 19 rue Dmitri Oulianov, Moscou. ASSOCIATION SOVIÉTIQUE DU DROIT INTERNATIONAL. Organisée en 1957. Fait partie de l'International Law Association (siège à Londres) au titre de sec tion nationale. L'Association soviétique réunit des juristes spécialistes du droit international, professeurs d'éco les supérieures, fonctionnaires des ministères, diplomates et au tres personnes qui ont affaire au 188"
LC_O_120263_1973_0188.jpg,188," droit international. Elle a pour organisme dirigeant un Comité exécutif présidé par G. Tounki- ne. L'Association possède son or gane de presse l'Annuaire sovié tique du droit international. Adresse : 10 rue Frounzé, Moscou. LE COMITÉ SLAVE DE L'U.R.S.S., organisation fondée en 1947 qui contribue au dévelop pement et au renforcement de l'amitié fraternelle entre les peu ples de l'U.R.S.S. et les Slaves des pays étrangers. Il est présidé par A. Goundorov. Adresse : 10 rue Kropotkins- kaïa, Moscou. ALLIANCE DES SOCIÉTÉS DE LA CROIX-ROUGE ET DU CROISSANT-ROUGE DE L'U.R.S.S. (A.S.C.R. ET C.R. DE L'U.R.S.S.). Créée en 1923. Le Comité exécutif de l'A.S.C.R. et C.R. de l'U.R.S.S. représente les sociétés de la Croix-Rouge et du Croissant-Rouge dans les organisations internationales de la Croix-Rouge. N. Troïan est la présidente du Comité exécutif de l'A.S.C.R. et du C.R. de l'U.R.S.S. L'U.R.S.S. compte 423 000 or ganisations de base (plus de 85 millions de membres). Elles prê tent assistance aux établissements médicaux dans la prévention des maladies, la lutte contre les in fections, la protection de l'envi ronnement, et elles organisent le mouvement des donneurs de sang. Les organisations soviétiques de la Croix-Rouge et du Crois sant-Rouge aident de nombreux pays d'Asie et d'Afrique à cons truire des hôpitaux et des poly cliniques ; à combattre les épidémies, à former des spécialistes médicaux nationaux : elles prêtent entre autres une assistance médi cale aux victimes des calamités ; aident à retrouver des citoyens soviétiques et étrangers ayant perdu le contact avec leurs pa rents. La revue mensuelle Sovietski Krasny Krest est une publication du Comité exécutif. Adresse du Comité exécutif : 51er Tchéremouchkinski proïezd, Moscou. LA SOCIETE « ZNANIE » de L'U.R.S.S., organisation scientifi que et culturelle. Créée en juil let 1947, elle a à sa tête une di rection dont le président est l'a cadémicien I. Artobolevski. La Société groupe 131 422 organisa tions locales. La Société compte près de 2 500 000 membres dont 1 700 académiciens et membres corres pondants de l'Académie des Sciences de l'U.R.S.S. et des ré publiques fédérées, 107 000 doc teurs et candidats-docteurs ès sciences, etc. En 1972, les mem bres de la Société ont fait envi ron 20 000 conférences où 950 millions d'entrées ont été enre gistrées. Par ailleurs, presque 300 000 émissions ont été dif fusées, sous l'égide de la Socié té, à la radio et à la télévision. Il y a eu près de 7 millions de causeries, 800 000 conférences, consultations scientifiques, soi rées sur le sujet, rencontres, etc. Une grande activité est menée par la Société dans les 22 500 universités populaires (près de 5 millions d'auditeurs). Le Mu sée polytechnique, le Centre de conférences de Moscou et les bureaux de conférences dans 189"
